id,code,language_name,other_names,status,num_speakers,language_family,dialects,language_notes,language_notes2,countries,region,coordinates,endangered_status
2277,emi,Mussau-Emira,Emira-Mussau; Musau-Emira; Mussau; Musao;,"Threatened (60 percent certain, based on the evidence available)","3,651",Austronesian; Malayo-Polynesian; Oceanic; St. Matthias,Emira; Southern Mussau; Western Mussau; Eastern Mussau;,NA,NA,Papua New Guinea;,Pacific,"-1.45,149.616666667",Threatened
5609,mvm,Muya,Manyak; Miyao; Minyak; Minyag; Menia; Menya; 木雅語,"Vulnerable (40 percent certain, based on the evidence available)","<15,000",Sino-Tibetan; Qiangic,Western Muya; Eastern Muya,NA,NA,China;,East Asia,"30.2593,101.7497",Vulnerable
3174,ymz,Muzi,Muji; Mogeha;,"Threatened (80 percent certain, based on the evidence available)","1,0000",Sino-Tibetan; Lolo-Burmese,NA,NA,NA,China;,East Asia,"23.277, 103.151; 23.420, 103.281; 23.298, 103. 208",Threatened
303,mcj,Mvanip,Mvanöp; Mvanon; Mvanlip; Mvano; Magu;,"Threatened (60 percent certain, based on the evidence available)",100,Niger-Congo; Atlantic-Congo; Benue-Congo; Northern Bantoid,NA,NA,NA,Nigeria;,Africa,"6.7027,11.2225",Threatened
2278,mwa,Mwatebu,NA,"Endangered (20 percent certain, based on the evidence available)",120,Austronesian; Malayo-Polynesian; Oceanic; Papuan Tip,NA,NA,NA,Papua New Guinea;,Pacific,"-10.0202,151.0537",Endangered
1135,sie-mwe,Mwenyi,NA,"Threatened (20 percent certain, based on the evidence available)","6,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Zambia;,Africa,"-14.733789,22.450461",Threatened
10766,msn,Mwesen,Mosina,"Critically Endangered (80 percent certain, based on the evidence available)",10,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,François et al. (2015:18) lists Mwesen as an independent language from Vurës.,Vanuatu;,Pacific,"-13.898, 167.538",Critically Endangered
5049,swh-mwi,Mwini,Mwiini; Chimwiini; Af-Chimwiini; Barwaani; Bravanese; Chimiini,"Endangered (40 percent certain, based on the evidence available)",NA,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Tanzania;,Africa,"0.934354, 43.560612",Endangered
5670,nme,Mzieme Naga,"Mzieme; Northern Zeme; Zeme; Naga, Mzieme","Vulnerable (20 percent certain, based on the evidence available)","~29,000",Sino-Tibetan; Zemeic,NA,NA,"Speakers adopted the name ""Northern Zeme"" because the Zeme language has government recognition whereas Mzieme does not. Nonetheless, Zeme and Mzieme are distinct languages.",India;,South Asia,"25.6019,93.8891",Vulnerable
4772,nbt,Na,NA,"Threatened (20 percent certain, based on the evidence available)","1,500",Sino-Tibetan; Tani,NA,NA,NA,India;,South Asia,"28.4638, 93.3041",Threatened
3795,ncd,Nachering,Nachereng; Nacering Ra; Nachering Tûm; Mathsereng; Nacchhering; Nasring; Bangdale; Bangdel Tûm; Bangdile; Nacherēng; Nāchhēreng; Natśhereng,"Vulnerable (20 percent certain, based on the evidence available)",10041,Sino-Tibetan; Kiranti,Rakheli; Dimali; Bangdale; Hedangpa; Kharlali; Parali,NA,NA,Nepal;,South Asia,"27.4144,86.7521",Vulnerable
3966,mbj,Nadëb,Nadobo; Nadëb; Nadeb Macu; Makú Nadëb; Makunadöbö; Anodöub; Kabori; Kabari; Xiriwai; Xuriwai; Nadöbo; Kaburí language area; Kaburi;,"Endangered (20 percent certain, based on the evidence available)",370,Nadehup; Eastern Makuan,Nadëb do Roçado; Nadëb do Rio Negro (Kuyawi/Kuyabi);,NA,"Some sources have a Nadëb branch composed of two languages. Martins and Martins (1999: 253) have a branch called “Nadëb-Kuyawi”, composed of Nadëb and Kuyawi; Campbell (2012:96) has a Nadëb branch that includes Roçado Nadëb and Rio Negro Nadëb; and Crevels (2012:185) has Kuyabi as a separate language from Nadëb. However Martins (2005:17-18) show that there are not two separate languages but two dialects, Nadëb do Roçado and Nadëb do Rio Negro (this latter one the same as Kuyawi. 

The Nadëb language can be divided into three dialects: the dialect of Bua-bua Parana in Lake Jutaí, the dialect of Roçado (Uneiuxi River with its highest concentration in the community of Roçado) and the Rio Negro dialect. The Rio Negro dialect is also known for Kuyawi (Matins 2005:18).",Brazil;,South America,"-1.0,-66.5",Endangered
10720,NA,Nadouhua,Natou; Laiyu; 那斗話; 來語,"Severely Endangered (40 percent certain, based on the evidence available)",NA,Tai-Kadai; Hlai,NA,autonym: thɛn¹¹ lai¹¹ 'language lai',"Not to be confused with Bolyu 倈語 [ply], which is Austroasiatic, in Guangxi, China.",China;,East Asia,"19.013, 108.678; 19.022, 108. 670",Severely Endangered
2317,srf,Nafi,Sirak;,"Endangered (20 percent certain, based on the evidence available)",160,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,NA,NA,NA,Papua New Guinea;,Pacific,"-6.3999,146.802",Endangered
4851,ngr,Nagu,Engdewu; Nanggu;,"Severely Endangered (80 percent certain, based on the evidence available)",206,Austronesian; Malayo-Polynesian; Oceanic; Temotu,NA,NA,NA,Solomon Islands;,Pacific,"-10.701147,165.897875",Severely Endangered
10189,mlx,Naha'ai,Malfaxal; Malvaxal-Toman Island; Taman; Tomman,"Endangered (20 percent certain, based on the evidence available)",600,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-16.562, 167.490",Endangered
4854,nhh,Nahari,Nahali,"Vulnerable (20 percent certain, based on the evidence available)","20,400",Indo-European; Indo-Iranian; Indo-Aryan; Eastern Zone,NA,NA,NA,India;,South Asia,"20.41, 81.98",Vulnerable
1374,sns,Nahavaq,South West Bay; Sinesip; Seniang; Na'ahai; Mallicolo;,"Endangered (20 percent certain, based on the evidence available)",700,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-16.498397,167.471161",Endangered
10661,bio,Nai,Biaka; Nai-Biaka,"Endangered (20 percent certain, based on the evidence available)",454,Kwomtari-Nai,NA,NA,NA,Papua New Guinea;,Pacific,"-3.73, 141.27",Endangered
10798,NA,Najit,NA,"Critically Endangered (20 percent certain, based on the evidence available)",<5,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.954546,167.198012;",Critically Endangered
4765,nae,Naka'ela,NA,"Critically Endangered (20 percent certain, based on the evidence available)",5,Austronesian; Malayo-Polynesian; Central Maluku; Nunusaku,NA,NA,NA,Indonesia;,Southeast Asia,"-2.847,128.5208",Critically Endangered
10695,nkj,Nakai,Na’ai; Nagai; Na’i,"Endangered (40 percent certain, based on the evidence available)",a few hundred?,Trans-New Guinea; Ok,NA,NA,NA,Indonesia;,Southeast Asia,"-5.19, 140.51",Endangered
2552,nck,Nakara,Kokori; Nagara; Na-kara;  Naka:ra; Naga:ra; Ngara; Gukari; Gukariya;Nakkara;,"Severely Endangered (100 percent certain, based on the evidence available)",75-100,Maningrida,NA,NA,NA,Australia;,Australia,"-12.166817,134.486542",Severely Endangered
4769,nbk,Nake,Ale;,"Endangered (20 percent certain, based on the evidence available)",170,Trans-New Guinea; Madang,NA,NA,NA,Papua New Guinea;,Pacific,"-5.3691,145.7218",Endangered
8909,mff,Naki,Mekaf; Munkaf; Nkap; Bunaki;,"Threatened (20 percent certain, based on the evidence available)","3,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Cameroon;,Africa,NA,Threatened
10664,nax,Nakwi,NA,"Endangered (20 percent certain, based on the evidence available)",216,Left May,NA,NA,NA,Papua New Guinea;,Pacific,"-4.27, 141.60",Endangered
1463,naj,Nalu,Nalou;,"Vulnerable (20 percent certain, based on the evidence available)","<22,000",Niger-Congo; Atlantic-Congo,NA,NA,NA,Guinea;Guinea-Bissau;,Africa,"10.9523,-14.7629",Vulnerable
5132,ylo,Naluo,"Gan Yi, Laluo, Naruo, Shui Yi, Shuitian; 納羅; 巧武土語","Vulnerable (20 percent certain, based on the evidence available)",">15,000",Sino-Tibetan; Lolo-Burmese,NA,NA,NA,China;,East Asia,"26.5895,100.8506",Vulnerable
4871,nkm,Namat,NA,"Endangered (20 percent certain, based on the evidence available)",180,Morehead-Upper Maro,NA,NA,NA,Papua New Guinea;,Pacific,"-8.83885,141.6379",Endangered
10699,mty,Nambi,Menandon; Metan; Minendon; Mitang; Nabi; Nambieb,"Endangered (20 percent certain, based on the evidence available)",484,Torricelli; Palei,NA,NA,NA,Papua New Guinea;,Pacific,"-3.53, 142.33",Endangered
2975,nab,Nambikwara,Nambiquara; Southern Nambikwara;,"Endangered (20 percent certain, based on the evidence available)",721,Nambikwaran,"Manduka, Khithaulhu, Halotesu, Saxwentesu, Wakalitesu, Serra Azul, Hahaintesu, Wasusu, Alatesu, 			Waikisu, Galera",NA,Cf. Southern Nambikuaran: languages or dialects.,Brazil;,South America,"-13.0,-59.0",Endangered
1885,nmq,Nambya,Chinambya; Nanzva; Nambzya; Najwa; Senajwa; Senambya,"Threatened (80 percent certain, based on the evidence available)",NA,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Botswana;Zimbabwe;,Africa,NA,Threatened
10600,nnm,Namia,Edawapi; Lujere; Namie; Nemia; Nemie; Watalu; Yellow River,"Vulnerable (80 percent certain, based on the evidence available)","3,500",Sepik; Yellow River,NA,NA,NA,Papua New Guinea;,Pacific,"-3.863, 141.801",Vulnerable
5148,naa,Namla,NA,"Severely Endangered (60 percent certain, based on the evidence available)",36,Namla-Tofanma,NA,NA,Possibly related to Tofanma.,Indonesia;,Southeast Asia,NA,Severely Endangered
2152,mxw,Namo,Dorro; Mari; Tais;,"Endangered (20 percent certain, based on the evidence available)",380,Morehead-Upper Maro,NA,NA,NA,Papua New Guinea;,Pacific,"-9.1834,141.8994",Endangered
4883,nmt,Namonuito,Namon Weite;,"Endangered (20 percent certain, based on the evidence available)",940,Austronesian; Malayo-Polynesian; Oceanic; Micronesian,NA,NA,NA,Micronesia;,Pacific,"8.6299,150.0128",Endangered
21,nmy,Namuyi,Namuzi; 納木依; 納木義; 納木茲,"Endangered (100 percent certain, based on the evidence available)","5,000",Sino-Tibetan; Naic,Eastern Namuyi; Western Namuyi,NA,NA,China;,East Asia,"28.204625, 102.070935; 28.00286, 102.119906",Endangered
1206,gld,Nanai,Gold; Nanaj; Hezhen; Goldi;Hezhe; Heche; Sushen; Juchen; Goldisch; nānai; Akani; Birar; Kile; Samagir; Goldische; Nanay; 赫哲語; 那乃語; 赫真語; Нанай; Нанайэ; Nanaj; Nanaje; нанайский языкж,"Severely Endangered (100 percent certain, based on the evidence available)",~180,Tungusic; Southern Tungusic; Amur Tungusic,Kuro-Urmi; Samagir; Ussuri; Torgon; Sunggari; Birar; Kila; Akani,"The Nanai language belongs to the southern group of the Manchu-Tungus languages. The closest related languages are Ulchi and Orochi. Two dialects exist, Upper-Amur and Lower-Amur, and they are distinctly unlike each other. (The Red Book of the Peoples of The Russian Empire)",NA,Russia;China;,Caucasus;Europe;East Asia,"47.935, 132.847; 48.217, 133.897; 46.960, 134.059",Severely Endangered
2920,nhd,Ñandeva,Chiripá; Tsiripá; Txiripá; Nhandeva; Chiripa; Nhandéva;,"Endangered (20 percent certain, based on the evidence available)","19,308",Tupian; Tupi-Guaranian; Guarani,NA,NA,"There is considerable confusion about different Guaranían languages and varieties, several of which are sometimes called ""Ñandeva (Nhandeva) as at least one of their alternate names. It is sometimes difficult from reports to determine which are the same with varying names and which are different with the same name. 
For cases involving overlapping names, Rodrigues and Cabral (2012:498) have among several others in their Guaraní Branch of Tupían: 
Kaiwá (Kayowá, Kaiowá, Caiová, Caiguá, Pãi, Pãi-Tavyterã) Brazil, Paraguay

Nhandéva (Ñandeva, Chiripá) Brazil, Paraguay

Chiriguano (Ava, Simba) Argentina, Bolivia, Paraguay
 
Tapiete  Bolivia (Argentina)

	Ethnologue has: 
Kaiwá [kgk] (Caingua, Caiua, Caiwa, Cayua, Kaiova, Kaiowá, Kayova)

Ava Guaraní [nhd] (Apytare, Ava, Chiripá, Tsiripá, Txiripá)

Pai Tavytera [pta] (Ava, Pai, Tavytera)

Ñandeva [tpj] (Guasurango, Guasurangue, Ñanagua, Nandeva, Tapiete, Tirumbae, Yanaigua)

        For these reasons, the number of speakers given in the different sources for the languages in these lists may not actually refer to the same groups. 
        Ethnologue calls this language Ava Guaraní [nhd] (Apytare, Ava, Chiripá, Tsiripá, Txiripá); it may include varieties or languages others align not with this language but with other Guaranían languages, e.g.Kaiwá.).

",Brazil;Argentina;Paraguay;,South America,"-22.0652,-54.7558",Endangered
8733,nzz,Nanga,Nanga Dama Dogon; Nanga Dogon,"Threatened (20 percent certain, based on the evidence available)","3,000",Niger-Congo; Dogon; Nangan,NA,NA,NA,Mali;,Africa,"14.9, -3.0",Threatened
2972,cox,Nanti,Cogapacori; Kogapakori;,"Vulnerable (100 percent certain, based on the evidence available)",450,Arawakan; Southern Arawakan; Campa,NA,NA,The alternative name Cogapacori (Kogapakori) is considered pejorative.,Peru;,South America,"-11.6629,-72.6965",Vulnerable
2720,npy,Napu,Pekurehua;,"Threatened (20 percent certain, based on the evidence available)","6,000",Austronesian; Malayo-Polynesian; Celebic; Kaili-Pamona,NA,NA,NA,Indonesia;,Southeast Asia,"-1.33333333333,120.416666667",Threatened
2034,npa,Nar Phu,Nar-Phu; Narpa,"Endangered (20 percent certain, based on the evidence available)",500,Sino-Tibetan; Tamangic,Phu; Nar,NA,NA,Nepal;,South Asia,"28.666667,84.25",Endangered
2721,nxu,Narau,NA,"Severely Endangered (20 percent certain, based on the evidence available)",85,Kaure-Narau,NA,NA,"Language removed from ELCat May 2016, per Ethnologue ""unattested."" The language previously identified as Narau is probably Kosare [kiq]. See http://www-01.sil.org/iso639-3/cr_files/2011-072.pdf?_ga=GA1.2.147013216.1453865789.

----
Reinstated 5/25/16 per instructions from Bill Palmer. (AKB)",Indonesia;,Southeast Asia,"-3.3818,139.8202",Severely Endangered
6709,rnr,Nari Nari,Narri-Narri; Narinari; Nari-Nari; Nari-nari; Jabulajabula;,Dormant (),0?,Pama-Nyungan; Kulinic,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-34.53088209,144.3450718",Dormant
4524,loh,Narim,Larim; Larimo; Lariim; Nariim; Longarim; Lariminit;,"Threatened (20 percent certain, based on the evidence available)","3,620",Surmic; Southwest Surmic,NA,NA,NA,South Sudan;,Africa,"4.9048,34.2224",Threatened
2528,plb,Narmoris,Polonombauk,"Endangered (60 percent certain, based on the evidence available)",~120,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.4907,167.0814",Endangered
590,nhr,Naro,Nharo; Naron; /Ai San; Nharon; Nhauru; Nhaurun; ||Aikwe; |Aikwe; ||Ai||en; ||Aisan; ||Ai||e; Qoo; Gaa; Ts'ao,"Vulnerable (20 percent certain, based on the evidence available)","~10,000",Khoe; Kalahari,Ts'ao;,NA,NA,Botswana;Namibia;,Africa,"-21.677848, 21.717224",Vulnerable
2554,nnr,Narungga,Nanunga; Naranga; Narranga; Narranggu; Narrangu; Adjahdurah; Turra; Narrang-gu; Narrang-u; Nar-anga; Narunga; Adjadura; Murinandji; Moor-in-nunjie; Wallaroo tribe; Adjahdural;Narangga;,"Severely Endangered (20 percent certain, based on the evidence available)",24,Pama-Nyungan; Thura-Yura,Turra; Adjabdurah;,NA,NA,Australia;,Australia,"-31.34203119,133.7639065",Severely Endangered
10718,nsy,Nasal,NA,"Vulnerable (100 percent certain, based on the evidence available)",~3000,Isolate; Austronesian; Malayo-Polynesian,NA,NA,NA,Indonesia;,Southeast Asia,"-4.859850, 103.482911; -4.868450, 103.509652; -4.864696, 103.507224",Vulnerable
3068,nvh,Nasarian,Mallicolo;,"Critically Endangered (40 percent certain, based on the evidence available)",<20,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-16.3517,167.4659",Critically Endangered
10789,NA,Nasvang,NA,"Endangered (20 percent certain, based on the evidence available)",275,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-16.456484,167.664426;",Endangered
4899,ntz,Natanzi,NA,"Threatened (20 percent certain, based on the evidence available)","7,030",Indo-European; Indo-Iranian; Iranian; Western Iranian,NA,NA,NA,Iran;,Near East,"33.452,51.3006",Threatened
10858,ncz,Natchez,NA,Awakening (),NA,Unclassified,NA,NA,NA,USA;,North America,NA,Awakening
2512,1hr,Nāti,Naati;,"Severely Endangered (20 percent certain, based on the evidence available)",25,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,Variety of Southwest Bay,Vanuatu;,Pacific,"-16.515, 167.4645",Severely Endangered
3816,nti,Natioro,Koo'ra; Natyoro; Natjoro; Samukune;,"Vulnerable (60 percent certain, based on the evidence available)","~4,000",Niger-Congo; Atlantic-Congo; North Volta-Congo; Gur,Ginaourou; Kaouara-Timba-Sindou-Koroni; Kawara-Timba-Sindoukoroni; Dinaoro,NA,NA,Burkina Faso;,Africa,NA,Vulnerable
2723,nxa,Nauete,Nauhete; Naueti; Naóti; Nauote; Nauoti;,"Endangered (20 percent certain, based on the evidence available)","1,000",Austronesian; Malayo-Polynesian; Timor,Oso Moko; Naumik;,NA,NA,East Timor;,Pacific,"-8.7357,126.7053",Endangered
1714,ynk,Naukan Yupik,Naukanski; East Cape Yupik; East Cape; Науканский язык; нывуӄаӷмит; ナウカン語;,"Endangered (20 percent certain, based on the evidence available)",~200,Eskimo-Aleut; Eskimo; Yupik,NA,NA,NA,Russia;,Caucasus;Europe;East Asia,"66.0,-172.0",Endangered
2370,ncn,Nauna,Naune; Admiralitäts-inseln;,"Severely Endangered (20 percent certain, based on the evidence available)",100,Austronesian; Malayo-Polynesian; Oceanic; Admiralty Islands,NA,NA,NA,Papua New Guinea;,Pacific,"-2.2159,148.1986",Severely Endangered
3570,cpi,Nauru Pacific Pidgin,NPP; Melanesian-Chinese Mixed Pidgin English in Nauru,"Threatened (20 percent certain, based on the evidence available)",NA,Pidgin or Creole; English based,NA,NA,Wurm 2007; Siegel 1990,Nauru;,Pacific,"-0.53,166.93",Threatened
3066,nau,Nauruan,Nauru;,"Threatened (20 percent certain, based on the evidence available)","6,000",Austronesian; Malayo-Polynesian; Oceanic; Micronesian,NA,NA,NA,Nauru;,Pacific,"-0.5,166.916666667",Threatened
